Country,Country code,State,State code,State type,Date,Category,Subcategory,Variable,Unit,Value,Year,Month,,,,,,,,,
India,IND,India Total,IN,total,01/02/2023,Electricity generation,Fuel,Wind,GWh,3126.99,2023,2,,,,,,,,,
India,IND,India Total,IN,total,01/03/2023,Electricity generation,Fuel,Bioenergy,GWh,1971.58,2023,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2023,Electricity generation,Fuel,Coal,GWh,106468.49,2023,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2023,Electricity generation,Fuel,Gas,GWh,1862.48,2023,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2023,Electricity generation,Fuel,Hydro,GWh,8342.23,2023,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2023,Electricity generation,Fuel,Nuclear,GWh,4047.79,2023,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2023,Electricity generation,Fuel,Other Fossil,GWh,28.69,2023,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2023,Electricity generation,Fuel,Other Renewables,GWh,229.41,2023,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2023,Electricity generation,Fuel,Solar,GWh,10244.34,2023,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2023,Electricity generation,Fuel,Wind,GWh,4141.07,2023,3,,,,,,,,,
India,IND,India Total,IN,total,01/04/2023,Electricity generation,Fuel,Bioenergy,GWh,1295.93,2023,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2023,Electricity generation,Fuel,Coal,GWh,109104.95,2023,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2023,Electricity generation,Fuel,Gas,GWh,2438.18,2023,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2023,Electricity generation,Fuel,Hydro,GWh,9313.54,2023,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2023,Electricity generation,Fuel,Nuclear,GWh,3512.45,2023,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2023,Electricity generation,Fuel,Other Fossil,GWh,30.35,2023,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2023,Electricity generation,Fuel,Other Renewables,GWh,225.12,2023,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2023,Electricity generation,Fuel,Solar,GWh,10318.69,2023,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2023,Electricity generation,Fuel,Wind,GWh,4249.2,2023,4,,,,,,,,,
India,IND,India Total,IN,total,01/05/2023,Electricity generation,Fuel,Bioenergy,GWh,855.79,2023,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2023,Electricity generation,Fuel,Coal,GWh,108654.83,2023,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2023,Electricity generation,Fuel,Gas,GWh,2829.79,2023,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2023,Electricity generation,Fuel,Hydro,GWh,12186,2023,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2023,Electricity generation,Fuel,Nuclear,GWh,3495.91,2023,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2023,Electricity generation,Fuel,Other Fossil,GWh,30.66,2023,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2023,Electricity generation,Fuel,Other Renewables,GWh,236.53,2023,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2023,Electricity generation,Fuel,Solar,GWh,10776.14,2023,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2023,Electricity generation,Fuel,Wind,GWh,8117.63,2023,5,,,,,,,,,
